event_id,event_time,ccy_couple,rate
288230383844095424,2024-02-20 21:59:54.324,EURGBP,0.85618
288230383844095426,2024-02-20 21:59:54.369,EURUSD,1.08076
288230383844095448,2024-02-20 21:59:54.659,EURUSD,1.08077
288230383844095466,2024-02-20 21:59:54.759,EURUSD,1.08076
288230383844095482,2024-02-20 21:59:55.037,EURUSD,1.08076
288230383844095488,2024-02-20 21:59:55.042,NZDUSD,0.61641
288230383844095508,2024-02-20 21:59:55.137,EURUSD,1.08075
288230383844095514,2024-02-20 21:59:55.142,NZDUSD,0.61641
288230383844095548,2024-02-20 21:59:55.326,EURGBP,0.85618
288230383844095568,2024-02-20 21:59:55.540,EURUSD,1.08075
288230383844095590,2024-02-20 21:59:55.771,EURUSD,1.08075
288230383844095596,2024-02-20 21:59:55.772,GBPUSD,1.26229
288230383844095598,2024-02-20 21:59:55.773,EURGBP,0.85617
288230383844095608,2024-02-20 21:59:55.871,EURUSD,1.08075
288230383844095610,2024-02-20 21:59:55.872,GBPUSD,1.2623
288230383844095612,2024-02-20 21:59:55.873,EURGBP,0.85617
288230383844095620,2024-02-20 21:59:55.993,GBPUSD,1.26228
288230383844095622,2024-02-20 21:59:55.994,EURGBP,0.85617
288230383844095634,2024-02-20 21:59:56.035,NZDUSD,0.61641
288230383844095636,2024-02-20 21:59:56.035,AUDUSD,0.0
288230383844095648,2024-02-20 21:59:56.061,EURUSD,1.08075
288230383844095656,2024-02-20 21:59:56.093,GBPUSD,1.26228
288230383844095658,2024-02-20 21:59:56.094,EURGBP,0.85616
288230383844095672,2024-02-20 21:59:56.135,NZDUSD,0.61641
288230383844095674,2024-02-20 21:59:56.135,AUDUSD,0.0
288230383844095684,2024-02-20 21:59:56.161,EURUSD,1.08076
288230383844095696,2024-02-20 21:59:56.193,GBPUSD,1.26231
288230383844095698,2024-02-20 21:59:56.194,EURGBP,0.85616
288230383844095710,2024-02-20 21:59:56.235,NZDUSD,0.6164
288230383844095720,2024-02-20 21:59:56.261,EURUSD,1.08078
288230383844095732,2024-02-20 21:59:56.294,EURGBP,0.85617
288230383844095740,2024-02-20 21:59:56.335,NZDUSD,0.61641
288230383844095748,2024-02-20 21:59:56.361,EURUSD,1.08077
288230383844095752,2024-02-20 21:59:56.394,EURGBP,0.85618
288230383844095758,2024-02-20 21:59:56.494,EURGBP,0.85619
288230383844095766,2024-02-20 21:59:56.536,EURUSD,1.08077
288230383844095772,2024-02-20 21:59:56.636,EURUSD,1.08077
288230383844095776,2024-02-20 21:59:56.822,GBPUSD,1.2623
288230383844095782,2024-02-20 21:59:56.898,EURGBP,0.85619
288230383844095784,2024-02-20 21:59:56.922,GBPUSD,1.2623
288230383844095794,2024-02-20 21:59:56.969,EURUSD,1.08077
288230383844095800,2024-02-20 21:59:57.038,AUDUSD,0.0
288230383844095812,2024-02-20 21:59:57.069,EURUSD,1.08077
288230383844095828,2024-02-20 21:59:57.725,EURGBP,0.85618
288230383844095830,2024-02-20 21:59:57.834,EURUSD,1.08077
288230383844095836,2024-02-20 21:59:57.836,EURGBP,0.85619
288230383844095852,2024-02-20 21:59:57.877,GBPUSD,0.0
288230383844095858,2024-02-20 21:59:57.934,EURUSD,1.08078
288230383844095864,2024-02-20 21:59:57.936,EURGBP,0.85619
288230383844095882,2024-02-20 21:59:58.034,EURUSD,1.08077
288230383844095890,2024-02-20 21:59:58.036,EURGBP,0.85618
288230383844095900,2024-02-20 21:59:58.063,AUDUSD,0.0
288230383844095910,2024-02-20 21:59:58.134,EURUSD,1.08077
288230383844095916,2024-02-20 21:59:58.136,EURGBP,0.85618
288230383844095932,2024-02-20 21:59:58.236,EURGBP,0.85618
288230383844095938,2024-02-20 21:59:58.246,EURUSD,1.08077
288230383844095944,2024-02-20 21:59:58.345,EURGBP,0.85618
288230383844095946,2024-02-20 21:59:58.352,EURUSD,1.08077
288230383844095960,2024-02-20 21:59:58.452,EURUSD,1.08077
288230383844095988,2024-02-20 21:59:58.944,EURUSD,1.08077
288230383844095992,2024-02-20 21:59:59.002,NZDUSD,0.61641
288230383844096006,2024-02-20 21:59:59.034,EURGBP,0.85618
288230383844096014,2024-02-20 21:59:59.044,EURUSD,1.08076
288230383844096022,2024-02-20 21:59:59.068,AUDUSD,0.0
288230383844096028,2024-02-20 21:59:59.102,NZDUSD,0.61637
288230383844096042,2024-02-20 21:59:59.134,EURGBP,0.85616
288230383844096050,2024-02-20 21:59:59.144,EURUSD,1.08077
288230383844096064,2024-02-20 21:59:59.234,EURGBP,0.85616
288230383844096068,2024-02-20 21:59:59.244,EURUSD,1.08077
288230383844096084,2024-02-20 21:59:59.344,EURUSD,1.08077
288230383844096104,2024-02-20 21:59:59.468,EURUSD,1.08077
288230383844096114,2024-02-20 21:59:59.568,EURUSD,1.08077
288230383844096116,2024-02-20 21:59:59.585,EURGBP,0.85616
288230383844096122,2024-02-20 21:59:59.685,EURGBP,0.85615
288230383844096130,2024-02-20 22:00:00.003,AUDUSD,0.0
288230383844096160,2024-02-20 22:00:00.029,EURUSD,1.08077
288230383844096162,2024-02-20 22:00:00.029,NZDUSD,0.61637
288230383844096166,2024-02-20 22:00:00.031,EURGBP,0.85617
288230383844096194,2024-02-20 22:00:00.129,EURUSD,1.08073
288230383844096196,2024-02-20 22:00:00.129,NZDUSD,0.61638
288230383844096200,2024-02-20 22:00:00.131,EURGBP,0.85617
288230383844096216,2024-02-20 22:00:00.229,EURUSD,1.08073
288230383844096218,2024-02-20 22:00:00.229,NZDUSD,0.61631
288230383844096222,2024-02-20 22:00:00.231,EURGBP,0.85617
288230383844096234,2024-02-20 22:00:00.329,EURUSD,1.08072
288230383844096236,2024-02-20 22:00:00.329,NZDUSD,0.61621
288230383844096240,2024-02-20 22:00:00.331,EURGBP,0.85617
288230383844096250,2024-02-20 22:00:00.429,EURUSD,1.08065
288230383844096254,2024-02-20 22:00:00.431,EURGBP,0.85612
288230383844096256,2024-02-20 22:00:00.443,NZDUSD,0.61621
288230383844096260,2024-02-20 22:00:00.529,EURUSD,0.0
288230383844096262,2024-02-20 22:00:00.531,EURGBP,0.85613
288230383844096264,2024-02-20 22:00:00.543,NZDUSD,0.61621
288230383844096268,2024-02-20 22:00:00.631,EURGBP,0.85614
288230383844096274,2024-02-20 22:00:00.796,EURGBP,0.85614
288230383844096278,2024-02-20 22:00:00.896,EURGBP,0.85614
288230383844096280,2024-02-20 22:00:00.996,EURGBP,0.85614
288230383844096282,2024-02-20 22:00:01.041,NZDUSD,0.61621
288230383844096284,2024-02-20 22:00:01.096,EURGBP,0.85619
288230383844096286,2024-02-20 22:00:01.141,NZDUSD,0.61616
288230383844096288,2024-02-20 22:00:01.196,EURGBP,0.85619
288230383844096292,2024-02-20 22:00:01.241,NZDUSD,0.0
288230383844096294,2024-02-20 22:00:01.296,EURGBP,0.85619
288230383844096296,2024-02-20 22:00:01.610,EURGBP,0.85619
288230383844096300,2024-02-20 22:00:01.710,EURGBP,0.85619
